SeriesID,SeriesCode,Series,Unit,Database,Year,AreaName,AreaCode,DisaggregationGroup,Disaggregation1,Disaggregation2,Value,Notes,Source,LastModifiedOn
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Barbados,BRB,,,,70.36470032,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Barbados,BRB,,,,169300.0,,ITU estimate.,2026-01-12
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Cambodia,KHM,,,,18353385.0,,Telecommunication Regulator of Cambodia (TRC),2025-05-29
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Cambodia,KHM,,,,68.47530365,,ITU estimate.,2026-02-02
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Cambodia,KHM,,,,93.2,,Telecommunication Regulator of Cambodia (TRC),2025-05-29
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Cambodia,KHM,,,,731245.0,,Telecommunication Regulator of Cambodia (TRC),2025-05-29
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Cambodia,KHM,,,,17638801.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Cambodia,KHM,,,,70.21042609,,ITU estimate.,2026-02-02
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Colombia,COL,,,,9109367.0,Source: Colombia TIC,Ministerio de Tecnologías de la Información y las Comunicaciones,2025-05-28
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Colombia,COL,,,,52886363.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Colombia,COL,,,,65.64878683,,Departamento Administrativo Nacional de Estadistica (DANE),2026-01-15
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Colombia,COL,,,,49160334.0,Source: Colombia TIC,Ministerio de Tecnologías de la Información y las Comunicaciones,2025-05-28
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Colombia,COL,,,,79.34543299,Aged 5 and older.,Departamento Administrativo Nacional de Estadistica (DANE),2026-01-15
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Colombia,COL,,,,100.0,"Source: Colombia TIC, Se infiere toda la población de los municipios a las cabeceras municipales de acuerdo a la desagraciacion poblacional provista por la Entidad Estadística Nacional",Ministerio de Tecnologías de la Información y las Comunicaciones,2025-05-28
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Spain,ESP,,,,99.9,,ITU estimate.,2026-07-16
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Spain,ESP,,,,19015119.0,Provisional data,Comisión Nacional de los Mercados y la Competencia,2026-07-16
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Spain,ESP,,,,96.83110578,,Instituto Nacional de Estadistica,2026-02-02
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Spain,ESP,,,,47910526.0,,UN Population Division World Population Prospects 2024,2024-07-17
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Spain,ESP,,,,95.7574516,Aged 16-74.,Instituto Nacional de Estadistica,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Spain,ESP,,,,55707760.0,Provisional data,Comisión Nacional de los Mercados y la Competencia,2026-07-16
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Ethiopia,ETH,,,,50982172.0,,Ethiopian Communications Authority,2025-04-03
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Ethiopia,ETH,,,,21.94129944,,ITU estimate.,2026-02-02
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Ethiopia,ETH,,,,44.0,,Ethiopian Communications Authority,2025-04-03
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Ethiopia,ETH,,,,784326.0,,Ethiopian Communications Authority,2025-04-03
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Ethiopia,ETH,,,,132059767.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Ethiopia,ETH,,,,29.15778307,,ITU estimate.,2026-02-02
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Honduras,HND,,,,10825703.0,,UN Population Division World Population Prospects 2024,2024-07-17
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Honduras,HND,,,,495725.0,,Comisión Nacional de Telecomunicaciones (CONATEL),2025-06-02
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Honduras,HND,,,,50.75729032,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Honduras,HND,,,,5351655.0,,Comisión Nacional de Telecomunicaciones (CONATEL),2025-06-02
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Honduras,HND,,,,58.62269974,,ITU estimate.,2026-02-02
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Honduras,HND,,,,91.0,,Comisión Nacional de Telecomunicaciones (CONATEL),2025-06-02
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,India,IND,,,,99.06,As in December 2024,Department of Telecommunications,2025-05-29
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,India,IND,,,,1450935791.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,India,IND,,,,82.82892848,,ITU estimate.,2026-02-02
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,India,IND,,,,45711188.0,As in December 2024,Department of Telecommunications,2025-05-29
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,India,IND,,,,898569523.0,As in December 2024,Department of Telecommunications,2025-05-29
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,India,IND,,,,64.9434967,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Indonesia,IDN,,,,333250635.0,,Ministry of Communications and Informatics,2025-06-12
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Indonesia,IDN,,,,72.78075544,Aged 5 and older.,BPS-Statistics Indonesia,2026-02-02
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Indonesia,IDN,,,,99.15,,Ministry of Communications and Informatics,2025-06-12
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Indonesia,IDN,,,,283487931.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Indonesia,IDN,,,,89.75756865,,BPS-Statistics Indonesia,2026-02-02
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Indonesia,IDN,,,,13953182.0,This is the total of all subscriptions by speed. Some subscriptions where speed and technology can't be accounted for by the operators are excluded.,Ministry of Communications and Informatics,2025-07-30
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Iraq,IRQ,,,,8118740.0,,Communications and Media Commission,2025-06-05
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Iraq,IRQ,,,,46042015.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Iraq,IRQ,,,,87.27489911,,ITU estimate.,2026-02-02
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Iraq,IRQ,,,,81.47450256,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Iraq,IRQ,,,,19283618.0,,Communications and Media Commission,2025-06-05
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Iraq,IRQ,,,,98.46,98.46%,Communications and Media Commission,2025-06-05
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Israel,ISR,,,,99.0,,Ministry of Communications,2025-06-10
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Israel,ISR,,,,9387021.0,,UN Population Division World Population Prospects 2024,2024-07-17
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Israel,ISR,,,,2739780.0,,Ministry of Communications,2026-07-04
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Israel,ISR,,,,86.56512224,,Central Bureau of Statistics,2026-02-02
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Israel,ISR,,,,88.18242225,Aged 20 and older. Break in series: from 2023 mobile phones are no longer explicitly referenced in the question.,Central Bureau of Statistics,2026-01-15
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Israel,ISR,,,,13644094.0,"active and private lines only
",Ministry of Communications,2026-07-04
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Japan,JPN,,,,85.54153081,Aged 6 and older.,Ministry of Internal Affairs and Communications,2026-01-15
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Japan,JPN,,,,98.1,,ITU estimate.,2026-01-08
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Japan,JPN,,,,91.04313301,,Ministry of Internal Affairs and Communications,2026-01-15
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Japan,JPN,,,,123753041.0,,UN Population Division World Population Prospects 2024,2024-07-17
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Japan,JPN,,,,,,,2026-07-07
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Jamaica,JAM,,,,2839175.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Jamaica,JAM,,,,86.64142356,,ITU estimate.,2026-02-02
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Jamaica,JAM,,,,453746.0,,Office of Utilities Regulation,2025-06-03
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Jamaica,JAM,,,,90.10870361,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Jamaica,JAM,,,,1794826.0,,Office of Utilities Regulation,2025-06-03
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Jamaica,JAM,,,,99.0,,Office of Utilities Regulation,2025-06-03
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Kenya,KEN,,,,97.3,,Communications Authority  of Kenya,2025-05-21
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Kenya,KEN,,,,1699880.0,,Communications Authority  of Kenya,2026-06-26
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Kenya,KEN,,,,56432944.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Kenya,KEN,,,,47.4678837,Refers to households with access to broadband networks (fixed and/or mobile),Kenya National Bureau of Statistics,2026-02-02
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Kenya,KEN,,,,34.97622513,Aged 3 and older.,Kenya National Bureau of Statistics,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Kenya,KEN,,,,45724212.0,"Revised Totals for 2023=37,410,509",Communications Authority  of Kenya,2026-06-26
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Madagascar,MDG,,,,18.67790031,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Madagascar,MDG,,,,9013200.0,,ITU estimate.,2026-01-12
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Madagascar,MDG,,,,34.62669363,,ITU estimate.,2026-01-08
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Madagascar,MDG,,,,28.5,,ITU estimate.,2026-02-02
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Madagascar,MDG,,,,31964956.0,,UN Population Division World Population Prospects 2024,2024-07-17
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Morocco,MAR,,,,38081173.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Morocco,MAR,,,,89.16215271,,Agence Nationale de Réglementation des Télécommunications,2026-07-08
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Morocco,MAR,,,,2825153.0,,Agence Nationale de Règlementation des Télécommunications,2026-01-30
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Morocco,MAR,,,,91.18130964,,Agence Nationale de Réglementation des Télécommunications,2026-07-08
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Morocco,MAR,,,,37442000.0,,Agence Nationale de Règlementation des Télécommunications,2025-07-21
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Morocco,MAR,,,,99.8,,Agence Nationale de Règlementation des Télécommunications,2026-01-30
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Papua New Guinea,PNG,,,,76.0,,NICTA.,2025-07-18
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Papua New Guinea,PNG,,,,10576502.0,,UN Population Division World Population Prospects 2024,2024-07-17
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Papua New Guinea,PNG,,,,24600.0,,ITU estimate.,2026-01-13
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Papua New Guinea,PNG,,,,30.45601455,,ITU estimate.,2026-02-02
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Papua New Guinea,PNG,,,,18.81159973,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Papua New Guinea,PNG,,,,2214365.0,Aggregate for two operators,NICTA.,2025-07-21
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Rwanda,RWA,,,,10208316.0,,Rwanda Utilities Regulatory Authority,2025-04-16
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Rwanda,RWA,,,,31.70330048,,ITU estimate.,2026-02-02
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Rwanda,RWA,,,,98.76,,Rwanda Utilities Regulatory Authority,2025-04-16
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Rwanda,RWA,,,,14256567.0,,UN Population Division World Population Prospects 2024,2024-07-17
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Rwanda,RWA,,,,84919.0,,Rwanda Utilities Regulatory Authority,2025-04-16
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Rwanda,RWA,,,,29.81762918,,ITU estimate.,2026-07-08
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Uganda,UGA,,,,82.0,"One of the leading MNOs made significant investments specifically in 2024 to roll out services based on acquired spectrum, and to meet national coverage obligations attached to the new spectrum acquisition.",Uganda Communications Commission,2025-05-20
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Uganda,UGA,,,,103838.0,Refinement in bandwidth capacity provided by the industry players. This was caused by a major pricing and service tiering shift by one of the new players.,Uganda Communications Commission,2025-05-20
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Uganda,UGA,,,,50015092.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Uganda,UGA,,,,38.2844228,,ITU estimate.,2026-02-02
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Uganda,UGA,,,,8.949831061,Aged 10 and older.,Uganda Bureau of Statistics,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Uganda,UGA,,,,19929926.0,Mobile broadband is driven by smartphone adoption across the country.,Uganda Communications Commission,2025-05-20
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,Ukraine,UKR,,,,82.47489929,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Ukraine,UKR,,,,32867129.0,,Ministry of Digital Transformation of Ukraine,2025-05-28
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,Ukraine,UKR,,,,95.0,,ITU estimate.,2026-01-08
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,Ukraine,UKR,,,,8196087.0,,Ministry of Digital Transformation of Ukraine,2026-07-15
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,Ukraine,UKR,,,,37860222.0,Including Crimea.,UN Population Division World Population Prospects 2024,2025-07-25
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,Ukraine,UKR,,,,86.07418675,,ITU estimate.,2026-02-02
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,United States,USA,,,,134223000.0,Source:  FCC Form 477 (Preliminary and Subject to Change). #,U.S. Federal Communications Commission,2025-05-01
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2024,United States,USA,,,,345426571.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2024,United States,USA,,,,94.85512356,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2024,United States,USA,,,,679479000.0,Source:  Omdia (retrieved on 02/10/2025). #,U.S. Federal Communications Commission,2025-05-01
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2024,United States,USA,,,,94.69380188,,ITU estimate.,2026-02-02
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2024,United States,USA,,,,99.0,Share of Locations.  Source:  FCC Broadband Data Collection (Preliminary and Subject to Change). #,U.S. Federal Communications Commission,2025-05-01
19306,i271GA,Percentage of the population covered by at least an LTE/WiMAX mobile network.,% of individuals,ITU World Telecommunication Indicators Database,2023,Afghanistan,AFG,,,,34.0,increase,Afghanistan Telecommunication Regulatory Authority.,2024-04-15
260,i61,Population,Value,ITU World Telecommunication Indicators Database,2023,Afghanistan,AFG,,,,41454761.0,,UN Population Division World Population Prospects 2024,2024-07-17
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2023,Afghanistan,AFG,,,,27.7,,MICS 2022-2023,2024-12-18
19257,i4213tfbb,Fixed-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2023,Afghanistan,AFG,,,,33200.0,data usage increases the new subsribers,Afghanistan Telecommunication Regulatory Authority.,2024-04-15
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2023,Afghanistan,AFG,,,,15.92840004,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2023,Afghanistan,AFG,,,,23027082.0,increase,Afghanistan Telecommunication Regulatory Authority.,2024-04-15
11624,i99H,Internet users (%),% of individuals,ITU World Telecommunication Indicators Database,2023,Angola,AGO,,,,37.88589859,,ITU estimate.,2026-02-02
11632,i271mw,Active mobile-broadband subscriptions,Value,ITU World Telecommunication Indicators Database,2023,Angola,AGO,,,,11139237.0,,Angolan Institute of Communications,2024-10-16
